SK_ID_PREV,SK_ID_CURR,AMT_APPLICATION,AMT_CREDIT,NAME_CONTRACT_STATUS
404594,100829,95599,206368,Approved
404595,100297,173462,90780,Approved
404596,102774,299891,266403,Refused
404597,100122,50983,251497,Refused
404598,104033,123221,194682,Approved
404599,106809,166366,76903,Refused
404600,103587,279403,104940,Approved
404601,100126,250228,165736,Approved
404602,101099,97157,290032,Approved
404603,107373,285763,196094,Approved
404604,107254,36261,49152,Approved
404605,104021,61463,276067,Approved
404606,103445,251754,168210,Refused
404607,107634,26216,34651,Refused
404608,100123,128067,141429,Refused
404609,104606,85184,180641,Refused
404610,101346,96812,298899,Refused
404611,103372,34707,33407,Refused
404612,102553,174519,237650,Refused
404613,101889,215882,52282,Approved
404614,107041,54303,61766,Refused
404615,107772,109578,116898,Approved
404616,104169,71824,127747,Refused
404617,104218,109744,89278,Approved
404618,107276,236193,46972,Approved
404619,102113,27769,171336,Refused
404620,107294,87366,201611,Approved
404621,105812,230143,233165,Approved
404622,107700,70807,195368,Approved
404623,100239,89667,106538,Approved
404624,107569,7594,24828,Refused
404625,107788,256512,105381,Refused
404626,101664,67165,23877,Refused
404627,101680,59847,226958,Refused
404628,106820,256086,244948,Approved
404629,106094,60884,207722,Refused
404630,103151,129475,130270,Refused
404631,107225,176530,192091,Approved
404632,102821,293350,172463,Refused
404633,102322,20391,4086,Approved
404634,103862,1835,61814,Approved
404635,104298,56679,53159,Approved
404636,103020,209287,165539,Approved
404637,105166,30109,266078,Approved
404638,105354,724,188890,Approved
404639,105999,90412,140037,Approved
404640,107355,239302,164538,Refused
404641,101300,276921,124220,Refused
404642,100338,85388,154728,Approved
404643,107667,266544,86295,Approved
404644,103435,143918,67151,Approved
404645,100618,101353,237966,Approved
404646,101071,271666,228244,Approved
404647,104710,84723,16416,Approved
404648,100360,277450,221687,Refused
404649,104843,196504,202955,Refused
404650,100155,74197,188199,Approved
404651,103535,127016,294273,Approved
404652,102335,65126,85109,Refused
404653,106408,183987,169404,Refused
404654,105214,246455,102256,Refused
404655,105890,62863,231058,Approved
404656,100507,31338,145030,Approved
404657,106749,103901,121749,Refused
404658,103457,268481,203699,Approved
404659,106246,210694,134047,Approved
404660,101341,162884,296404,Approved
404661,101108,38251,157980,Approved
404662,100712,106030,226506,Approved
404663,104560,104060,216356,Refused
404664,103254,191063,48090,Refused
404665,103798,11201,277696,Refused
404666,104483,60794,196499,Refused
404667,100619,79642,258375,Approved
404668,105168,287802,228708,Approved
404669,103702,161143,133822,Approved
404670,102672,168466,219858,Refused
404671,104059,16329,149181,Approved
404672,100685,244327,81312,Refused
404673,100620,292583,6550,Approved
404674,104850,85151,270031,Refused
404675,107418,292393,20980,Approved
404676,104612,88567,148266,Approved
404677,105478,38752,31062,Approved
404678,103220,112545,54416,Refused
404679,100232,146189,137726,Approved
404680,104909,218388,217174,Refused
404681,105536,52682,258465,Refused
404682,101966,129347,102278,Approved
404683,106679,94912,276518,Approved
404684,105390,184588,112475,Approved
404685,100824,59202,238160,Refused
404686,104921,249631,69969,Refused
404687,102222,225163,31753,Refused
404688,104120,198654,49985,Refused
404689,103491,85059,122364,Approved
404690,100222,113741,166166,Approved
404691,101949,153059,171829,Refused
404692,105510,292961,39829,Refused
404693,104403,60564,52277,Approved
404694,105594,264706,187875,Refused
404695,102707,153928,250698,Approved
404696,100969,163186,29536,Refused
404697,107566,198804,189576,Approved
404698,105293,210274,252851,Approved
404699,107691,278237,207511,Approved
404700,101767,17125,28784,Approved
404701,103877,208103,196671,Approved
404702,100494,27835,142981,Approved
404703,103354,88766,231032,Approved
404704,103574,137399,29222,Approved
404705,103115,294166,207575,Refused
404706,105927,228247,156316,Refused
404707,107388,99417,57643,Refused
404708,101984,184623,279701,Approved
404709,106845,44665,208652,Approved
404710,100223,116800,222974,Refused
404711,101612,224880,200922,Approved
404712,104168,107393,30286,Approved
404713,106868,108424,10639,Approved
404714,104740,244325,251923,Approved
404715,104288,246496,276431,Approved
404716,103305,237467,249186,Refused
404717,104561,190106,104458,Approved
404718,105518,220881,56903,Approved
404719,105335,161101,230290,Approved
404720,104892,2162,148491,Approved
404721,100636,110143,218622,Refused
404722,103932,229603,20456,Refused
404723,104752,140534,196161,Refused
404724,101088,177537,90273,Approved
404725,101289,68781,242190,Refused
404726,100930,274097,151253,Refused
404727,100054,110718,137930,Refused
404728,103775,21487,182021,Refused
404729,103302,102185,279015,Refused
404730,101356,188617,214989,Approved
404731,107695,213262,185869,Approved
404732,107424,201389,116725,Refused
404733,103194,220641,252909,Refused
404734,103152,113597,33930,Refused
404735,101304,168664,90598,Refused
404736,106212,195023,267170,Approved
404737,107564,9123,3569,Refused
404738,104450,240403,248862,Refused
404739,105033,44552,290825,Refused
404740,104952,48837,213287,Approved
404741,105801,34671,265160,Approved
404742,105243,124746,139755,Approved
404743,101244,47055,240442,Approved
404744,102328,213901,287343,Approved
404745,103322,234018,244213,Refused
404746,106535,255468,111411,Refused
404747,105902,172595,199452,Refused
404748,102718,76461,198555,Approved
404749,106430,42834,228563,Refused
404750,105295,271475,113653,Approved
404751,105923,266532,224021,Approved
404752,107865,288299,45674,Approved
404753,105109,196797,150494,Refused
404754,106797,168711,70864,Approved
404755,101277,54945,58675,Refused
404756,102385,76708,41950,Approved
404757,101061,286407,169518,Refused
404758,107318,75768,223163,Approved
404759,103200,267712,585,Approved
404760,101230,244652,208126,Refused
404761,103580,54346,41120,Refused
404762,100100,227783,288317,Refused
404763,101177,134486,273437,Refused
404764,104898,209868,219341,Refused
404765,106674,14435,81743,Refused
404766,106332,55779,92069,Approved
404767,107379,198383,290117,Approved
404768,107695,195652,178597,Approved
404769,101109,220407,29858,Approved
404770,102349,105509,139510,Refused
404771,106631,15352,253744,Approved
404772,101541,7937,240285,Approved
404773,107698,255049,137682,Refused
404774,101484,248296,173634,Approved
404775,100554,99086,17157,Approved
404776,100238,275072,2938,Refused
404777,103931,147189,230925,Approved
404778,103758,55625,195483,Approved
404779,107268,110745,67766,Approved
404780,106495,103300,186014,Approved
404781,100098,95449,282697,Refused
404782,106954,145624,218413,Approved
404783,104842,139008,79328,Approved
404784,106279,204033,211868,Refused
404785,107823,248129,54569,Approved
404786,103787,123157,24808,Approved
404787,103738,236908,175812,Approved
404788,100921,105160,115692,Refused
404789,104076,294504,87181,Approved
404790,107827,128844,130457,Refused
404791,107166,194249,82576,Refused
404792,103056,30277,151518,Refused
404793,106244,155203,160072,Approved
404794,103332,220063,283373,Approved
404795,107799,253969,282477,Refused
404796,101640,288284,237032,Refused
404797,105687,229799,159086,Approved
404798,103497,204783,189759,Refused
404799,103744,74660,85019,Approved
404800,102008,4484,188299,Refused
404801,106816,140498,219749,Approved
404802,102294,286257,38752,Refused
404803,105139,190741,132540,Refused
404804,100627,224709,159255,Refused
404805,101656,99885,168797,Refused
404806,100120,39258,121043,Approved
404807,103146,36525,296704,Refused
404808,100695,228562,176775,Refused
404809,107524,55000,137267,Approved
404810,101962,34454,7443,Refused
404811,106983,41620,179738,Approved
404812,103706,124089,140103,Approved
404813,101656,285002,225319,Refused
404814,103402,111564,282592,Approved
404815,102349,262684,141659,Approved
404816,104885,202213,240427,Refused
404817,101707,229501,57780,Refused
404818,106114,169989,217053,Approved
404819,104383,30799,163648,Refused
404820,100922,272211,127566,Approved
404821,100170,298266,64405,Refused
404822,106611,202613,168631,Refused
404823,107277,150437,238146,Refused
404824,104062,86439,277418,Refused
404825,105965,250369,9453,Refused
404826,104835,69241,134316,Approved
404827,107313,227006,117217,Refused
404828,103203,273701,192831,Refused
404829,100178,173542,287220,Refused
404830,102662,49723,222276,Refused
404831,107582,266110,217764,Refused
404832,105840,263576,204259,Approved
404833,101630,61330,15030,Approved
404834,100355,84589,299563,Approved
404835,100625,156882,77397,Approved
404836,102223,113051,165593,Refused
404837,100449,289245,196010,Refused
404838,105519,282328,28169,Approved
404839,105945,135476,181908,Approved
404840,101241,272431,165284,Approved
404841,101560,245540,175996,Approved
404842,101000,287266,268632,Refused
404843,100613,291060,76742,Approved
404844,102421,140404,147958,Refused
404845,105046,137858,116960,Refused
404846,106958,200720,217296,Refused
404847,106984,108850,271086,Refused
404848,101181,256820,41739,Refused
404849,100659,50021,48055,Approved
404850,104198,52072,60863,Refused
404851,107214,104123,215828,Refused
404852,100362,260806,220838,Approved
404853,107195,11308,135081,Approved
404854,104407,100291,276727,Refused
404855,105713,46598,177292,Refused
404856,104034,58463,245106,Approved
404857,102792,171750,168346,Refused
404858,100860,35061,117612,Approved
404859,103581,73015,140023,Refused
404860,105930,219912,78239,Approved
404861,106202,158367,157616,Approved
404862,101712,296918,255994,Refused
404863,100547,103777,218529,Refused
404864,102922,261588,270959,Approved
404865,106975,116470,216332,Refused
404866,106649,13721,25165,Refused
404867,102723,153410,100573,Refused
404868,103808,60867,284256,Approved
404869,101355,290498,195283,Approved
404870,105831,149886,43463,Refused
404871,101779,84816,106390,Approved
404872,104513,170495,132180,Approved
404873,104068,26517,144760,Refused
404874,101995,134556,226675,Refused
404875,100352,194567,125647,Refused
404876,100012,156559,94395,Approved
404877,100492,260913,187636,Refused
404878,106543,165240,142250,Approved
404879,106856,247147,251427,Refused
404880,101533,94542,33828,Approved
404881,104447,276816,271931,Approved
404882,101280,195024,127073,Refused
404883,100478,91267,202921,Refused
404884,104181,56275,44242,Refused
404885,104305,236225,225979,Approved
404886,105533,214811,204740,Approved
404887,107578,87297,56795,Refused
404888,103845,180756,41114,Approved
404889,106764,180208,67327,Approved
404890,103027,103246,111396,Approved
404891,104427,216780,29615,Approved
404892,100164,159680,79119,Refused
404893,105530,238551,189861,Refused
404894,103549,232051,164093,Refused
404895,104757,164548,282371,Approved
404896,100408,93907,268220,Approved
404897,101922,127895,136317,Refused
404898,101037,232094,8687,Refused
404899,100261,278637,166018,Approved
404900,107194,264156,136706,Approved
404901,102110,105960,185294,Refused
404902,101309,164596,55727,Refused
404903,102997,168691,169942,Approved
404904,106506,259221,108039,Refused
404905,107068,248801,192649,Refused
404906,101777,170087,128647,Refused
404907,104663,81660,50928,Approved
404908,100060,250980,217637,Refused
404909,102256,127653,20515,Refused
404910,106554,296125,233823,Refused
404911,101609,10728,218592,Refused
404912,104916,16667,209188,Refused
404913,106849,206872,7332,Approved
404914,104862,106778,188273,Approved
404915,105502,72318,236130,Approved
404916,102876,54667,221454,Refused
404917,103090,80101,84822,Refused
404918,105400,139985,165425,Refused
404919,102056,284451,152049,Refused
404920,102227,284751,649,Approved
404921,102300,46939,290609,Refused
404922,100606,237479,32384,Refused
404923,100511,259522,243340,Refused
404924,104177,203184,262566,Refused
404925,103247,24614,58511,Approved
404926,102285,161438,98130,Approved
404927,101584,230548,62056,Approved
404928,100561,130566,225406,Refused
404929,105327,154994,121875,Approved
404930,106965,218380,206549,Refused
404931,106250,210009,150572,Approved
404932,100909,172493,16188,Refused
404933,100704,237637,41638,Approved
404934,106799,136591,222856,Approved
404935,101634,37369,85894,Refused
404936,100018,74439,69877,Approved
404937,101371,216587,38794,Refused
404938,107570,83575,129042,Refused
404939,102959,135067,142083,Refused
404940,107031,65113,255647,Approved
404941,100236,117782,294896,Refused
404942,102127,164004,72098,Refused
404943,106545,43488,81821,Refused
404944,100919,48229,247471,Refused
404945,100115,62468,97288,Approved
404946,101776,129836,2493,Refused
404947,104339,100389,215606,Refused
404948,102248,19559,16114,Approved
404949,104829,175060,286930,Approved
404950,101534,3393,229031,Refused
404951,107796,199860,175671,Approved
404952,100833,206901,218413,Refused
404953,105784,27878,281106,Approved
404954,101588,182954,126560,Refused
404955,104580,165274,285734,Refused
404956,105391,146740,72157,Approved
404957,105005,267762,32241,Approved
404958,101503,126648,199072,Approved
404959,104973,219174,74811,Approved
404960,101750,46108,42241,Approved
404961,102550,203725,164640,Approved
404962,100823,197250,136700,Refused
404963,106264,288727,21536,Approved
404964,102893,128199,96608,Refused
404965,107209,247385,223423,Approved
404966,107421,231785,27418,Approved
404967,104633,258305,83165,Refused
404968,105875,8618,143771,Approved
404969,105005,247524,150958,Approved
404970,105663,294744,71426,Approved
404971,106039,219852,95616,Approved
404972,101294,77464,122591,Refused
404973,100616,48005,162442,Approved
404974,101226,263951,297454,Approved
404975,104024,139563,256216,Approved
404976,105826,191028,76737,Approved
404977,104199,95930,141290,Refused
404978,102939,38175,234057,Refused
404979,100646,182894,278770,Approved
404980,107083,275119,182561,Approved
404981,101614,169213,148655,Refused
404982,102933,77169,219032,Approved
404983,103108,286473,21974,Refused
404984,107252,35631,57657,Approved
404985,104176,141513,195517,Refused
404986,102568,197913,212662,Refused
404987,107235,103022,207217,Refused
404988,101505,146167,12188,Approved
404989,104834,72308,261488,Refused
404990,103563,246739,299316,Refused
404991,102792,43760,27038,Approved
404992,102467,38098,254357,Approved
404993,102018,206209,93962,Approved
404994,102765,32528,181999,Approved
404995,100752,107074,222443,Approved
404996,103249,170690,24004,Refused
404997,107541,81444,253655,Refused
404998,101736,156554,157715,Approved
404999,100085,247886,172921,Approved
405000,105353,232553,104452,Approved
405001,100475,285894,148334,Refused
405002,100815,154803,243298,Refused
405003,101385,79607,64144,Refused
405004,103449,261350,234274,Approved
405005,107220,87451,22742,Refused
405006,105146,67610,290246,Approved
405007,100148,281905,75399,Approved
405008,102320,185801,18809,Refused
405009,102587,10465,4055,Approved
405010,104831,34998,37123,Refused
405011,106211,264661,89583,Approved
405012,101385,156468,157536,Approved
405013,101577,68230,219182,Approved
405014,107768,284456,110964,Approved
405015,102792,241500,81979,Approved
405016,102657,107539,27264,Approved
405017,107795,137738,50621,Refused
405018,102504,254481,24436,Approved
405019,102321,134751,214008,Refused
405020,100614,111391,52990,Approved
405021,107007,196234,15970,Refused
405022,107477,109270,288214,Refused
405023,102145,283451,120922,Refused
405024,101004,199705,67612,Approved
405025,104553,63068,184769,Refused
405026,107583,268344,41301,Refused
405027,104716,282061,84905,Approved
405028,101656,269949,153722,Refused
405029,105590,51626,39714,Approved
405030,104589,150199,83769,Refused
405031,103242,10508,77879,Refused
405032,107819,224021,39482,Refused
405033,103963,239529,36301,Approved
405034,104352,65756,219300,Approved
405035,102288,204621,118677,Approved
405036,104545,293397,230490,Approved
405037,104216,196867,288624,Approved
405038,105768,200306,209942,Refused
405039,104630,75940,295952,Refused
405040,105574,45022,285012,Approved
405041,102394,199780,100022,Approved
405042,102090,183504,235858,Refused
405043,107575,173627,158167,Approved
405044,105821,181171,291502,Approved
405045,101155,42481,135342,Refused
405046,104530,294604,125898,Refused
405047,105575,47731,187631,Refused
405048,104799,66457,54357,Refused
405049,100110,178171,143872,Approved
405050,102062,282750,189785,Refused
405051,101615,5047,92170,Refused
405052,104813,110837,65567,Refused
405053,106467,182252,219637,Refused
405054,102894,13334,122109,Refused
405055,105464,13355,126035,Refused
405056,102090,250659,245442,Approved
405057,102670,234994,172889,Refused
405058,105752,33800,126114,Refused
405059,103377,132926,78750,Refused
405060,103142,91310,11336,Approved
405061,103444,287993,69501,Refused
405062,103507,188983,10983,Refused
405063,106672,141033,16354,Refused
405064,104770,263737,75484,Refused
405065,105132,169024,104990,Refused
405066,103520,112516,165779,Refused
405067,106507,225335,86122,Approved
405068,100437,280974,87594,Approved
405069,101500,192196,217396,Refused
405070,104747,134444,178202,Approved
405071,103053,3436,164437,Approved
405072,102156,145541,274640,Approved
405073,103359,299034,168443,Approved
405074,107046,228855,96213,Refused
405075,106500,15206,256163,Refused
405076,107783,228420,102418,Refused
405077,107599,48029,186871,Approved
405078,100100,260632,101688,Approved
405079,105982,150988,237180,Approved
405080,101758,256733,137080,Approved
405081,101037,138664,47291,Refused
405082,100628,272664,175130,Refused
405083,105654,28393,132353,Approved
405084,101523,251727,256300,Approved
405085,100609,32635,118207,Refused
405086,101623,82247,60510,Refused
405087,100719,103398,113555,Refused
405088,101555,66462,51285,Approved
405089,106446,66510,201926,Refused
405090,106316,156911,128203,Approved
405091,104087,147831,177542,Refused
405092,103862,116057,23494,Refused
405093,100282,80018,172755,Approved
405094,106942,53592,184424,Approved
405095,102209,145469,133248,Approved
405096,104624,255863,69245,Refused
405097,105241,143835,186692,Approved
405098,101675,26446,287858,Refused
405099,101267,180445,296982,Approved
405100,106066,42088,58806,Approved
405101,105517,53633,218504,Refused
405102,106983,32874,158147,Approved
405103,100961,62230,282257,Approved
405104,103799,226386,80740,Approved
405105,105846,245102,221062,Refused
405106,101988,221882,183053,Refused
405107,100225,98736,69277,Refused
405108,102442,261797,2341,Approved
405109,104705,148361,75771,Refused
405110,101600,21020,238950,Refused
405111,100350,95509,109404,Approved
405112,106698,266934,99160,Approved
405113,103313,17450,131406,Approved
405114,103733,251694,10716,Refused
405115,102562,209636,114065,Refused
405116,102498,257002,130384,Approved
405117,105861,172749,126950,Refused
405118,107290,298413,3639,Refused
405119,105945,175726,88476,Refused
405120,100656,98332,282749,Approved
405121,102962,284144,166313,Approved
405122,100582,26227,217346,Approved
405123,102106,272293,139402,Refused
405124,101796,292977,249966,Approved
405125,100674,229790,145162,Refused
405126,103284,261373,123612,Approved
405127,103727,249313,196662,Approved
405128,101466,265473,276313,Refused
405129,105725,2387,251567,Refused
405130,101641,222232,93072,Refused
405131,106320,160987,126844,Refused
405132,100764,147853,294519,Refused
405133,102791,136683,20437,Refused
405134,107554,261926,217188,Refused
405135,102539,78947,110546,Refused
405136,107728,6079,177545,Approved
405137,101355,57688,118357,Approved
405138,103709,28270,224439,Refused
405139,105208,297076,100130,Approved
405140,104590,245587,49180,Approved
405141,105247,258931,296606,Approved
405142,100274,8256,297935,Refused
405143,107121,224179,21635,Refused
405144,104483,238625,270754,Refused
405145,100104,298117,39473,Approved
405146,103301,292038,258594,Refused
405147,102936,147921,20766,Approved
405148,107837,236488,133750,Refused
405149,106224,184831,69120,Approved
405150,101042,6786,183815,Refused
405151,101651,187818,297998,Refused
405152,101397,22336,9657,Refused
405153,100732,8853,212940,Refused
405154,103649,46665,89537,Approved
405155,106404,197324,14230,Approved
405156,104341,74180,147471,Approved
405157,107688,208340,239844,Refused
405158,103070,212414,265703,Refused
405159,101898,65312,112900,Approved
405160,101396,175297,29965,Approved
405161,105271,5070,234905,Refused
405162,102404,6866,51839,Refused
405163,107530,115490,132052,Approved
405164,102824,129140,192697,Approved
405165,103801,175747,258516,Approved
405166,100137,253902,70742,Refused
405167,104495,76682,288747,Approved
405168,101741,197436,73648,Approved
405169,106115,223854,272535,Refused
405170,103735,5759,135046,Approved
405171,107830,30810,83242,Approved
405172,104298,28254,90820,Approved
405173,105792,115329,205244,Refused
405174,102965,173288,71348,Approved
405175,104057,47748,233599,Approved
405176,106076,189216,19321,Refused
405177,101258,89902,32827,Approved
405178,103184,181518,299346,Approved
405179,101288,8312,130308,Approved
405180,100662,223685,212891,Refused
405181,100136,30997,131570,Approved
405182,107550,23216,278791,Refused
405183,102958,216099,290294,Refused
405184,100986,254844,17216,Refused
405185,106913,1797,257822,Refused
405186,104206,20202,212667,Approved
405187,100355,61143,271141,Approved
405188,106232,229392,200808,Approved
405189,100994,292793,280624,Refused
405190,102196,74440,25860,Refused
405191,103042,5902,33818,Refused
405192,104561,186869,14758,Refused
405193,100117,212504,115055,Refused
405194,104208,81420,7088,Approved
405195,101861,25559,160462,Refused
405196,106126,297118,277141,Refused
405197,105768,196180,293926,Approved
405198,102540,76497,290856,Approved
405199,102062,189663,212618,Approved
405200,107649,37682,185977,Refused
405201,104777,31923,74802,Approved
405202,105298,173919,29431,Refused
405203,102095,47717,286980,Approved
405204,103673,33625,135794,Approved
405205,101591,257987,297813,Approved
405206,100629,97495,210297,Refused
405207,101919,288573,212528,Approved
405208,102078,195554,77052,Refused
405209,104629,217728,241440,Approved
405210,100600,156243,233490,Approved
405211,104082,176369,3219,Refused
405212,103137,74596,250390,Refused
405213,103000,244032,39814,Refused
405214,107026,163588,199040,Refused
405215,104821,241084,287606,Approved
405216,101383,66841,148117,Approved
405217,102354,216536,199622,Refused
405218,107381,7154,246319,Approved
405219,100426,194800,155392,Refused
405220,103781,179878,206428,Refused
405221,103660,293952,77353,Approved
405222,100035,92867,102627,Refused
405223,101401,172565,246705,Refused
405224,107731,1913,193724,Refused
405225,100764,154697,61017,Refused
405226,102067,51612,227494,Approved
405227,106002,145937,261283,Approved
405228,106158,138823,179444,Refused
405229,103153,293412,138315,Approved
405230,106678,109091,95698,Approved
405231,106891,273045,234598,Approved
405232,106991,146600,180286,Approved
405233,103806,135362,51903,Approved
405234,105858,149088,32044,Approved
405235,102491,248478,194299,Refused
405236,100472,211419,270026,Approved
405237,104203,65196,263088,Approved
405238,105478,185876,222497,Approved
405239,102918,168680,259771,Refused
405240,103432,57480,134371,Refused
405241,107518,241478,222595,Refused
405242,107102,258010,58337,Refused
405243,104285,237196,217705,Refused
405244,106215,157378,268568,Approved
405245,105854,243245,142746,Refused
405246,106403,101952,194027,Approved
405247,107717,116065,63708,Refused
405248,102935,108816,206318,Refused
405249,103508,185607,87132,Refused
405250,107362,200989,120517,Refused
405251,106743,262984,154789,Refused
405252,102679,47190,79250,Refused
405253,106277,115169,82191,Approved
405254,101451,73935,28503,Refused
405255,102256,102931,14171,Approved
405256,103212,121364,129645,Refused
405257,105212,262435,280471,Refused
405258,100232,207223,222782,Refused
405259,107037,286905,79320,Refused
405260,106689,27511,109452,Approved
405261,105931,236557,56632,Approved
405262,103457,211794,196260,Approved
405263,105545,191550,237679,Refused
405264,100481,170256,143608,Refused
405265,107508,43004,155803,Refused
405266,104077,259259,166408,Refused
405267,102694,220820,143632,Approved
405268,107518,116947,293138,Refused
405269,101502,47279,242282,Approved
405270,100391,222171,99195,Approved
405271,101530,43433,113043,Approved
405272,107334,179778,75181,Refused
405273,102625,271367,249433,Approved
405274,100373,236050,141141,Approved
405275,100467,95313,116086,Refused
405276,100082,66763,232616,Refused
405277,102896,221192,201537,Refused
405278,100065,98247,188865,Refused
405279,104090,274380,222641,Refused
405280,102342,15643,80409,Refused
405281,103329,132628,163803,Refused
405282,102819,139100,168972,Approved
405283,106022,150601,19348,Refused
405284,103480,194997,133363,Approved
405285,103633,180389,287596,Approved
405286,101749,37634,23637,Refused
405287,100970,201139,138989,Approved
405288,106189,38971,131562,Approved
405289,100633,68641,54882,Refused
405290,103204,204270,55794,Refused
405291,105160,233986,163449,Refused
405292,101783,117816,116586,Refused
405293,102401,103831,70114,Approved
405294,104311,261087,198633,Approved
405295,105708,39624,205865,Approved
405296,102845,40284,68244,Approved
405297,106826,31425,289792,Refused
405298,102174,11786,123450,Approved
405299,104325,251176,281019,Refused
405300,107466,155919,175033,Refused
405301,101462,9834,204644,Approved
405302,106652,9231,21296,Refused
405303,107485,87042,112163,Refused
405304,103311,247066,114734,Approved
405305,106395,281122,266410,Approved
405306,101279,141897,109837,Approved
405307,107257,238930,267430,Approved
405308,102052,108205,245658,Refused
405309,104150,220946,43413,Refused
405310,106603,102646,74649,Refused
405311,102953,119626,55467,Approved
405312,107447,274017,178036,Approved
405313,101236,159779,299900,Refused
405314,104883,289333,295517,Refused
405315,106685,192719,67515,Approved
405316,101087,186827,5660,Refused
405317,102581,158413,290766,Approved
405318,105854,204060,134581,Approved
405319,103506,285325,150550,Refused
405320,106857,86910,58572,Approved
405321,103059,164764,194528,Refused
405322,102695,89084,249303,Refused
405323,101670,132206,257757,Refused
405324,100339,33913,162517,Approved
405325,107001,110359,56636,Refused
405326,105732,254525,139026,Approved
405327,106745,84865,123173,Refused
405328,100596,218411,151362,Refused
405329,105460,34243,283856,Refused
405330,105015,158438,57527,Refused
405331,100215,260365,135084,Refused
405332,106521,105866,234694,Refused
405333,100675,135344,180394,Approved
405334,103915,16328,67520,Refused
405335,104491,211401,179821,Refused
405336,102810,98334,37838,Approved
405337,105610,133225,71501,Approved
405338,106964,36871,101467,Approved
405339,102545,126750,247826,Refused
405340,100481,276548,166871,Refused
405341,105436,14623,299615,Refused
405342,100450,175461,4583,Refused
405343,106156,222718,122842,Approved
405344,102956,88589,209401,Refused
405345,100938,23907,70096,Refused
405346,102804,130649,31515,Approved
405347,100307,231153,31700,Approved
405348,103857,296425,250085,Approved
405349,106768,91059,251562,Approved
405350,105840,152252,189785,Approved
405351,104039,103094,296852,Approved
405352,105417,190395,173631,Refused
405353,107640,280069,205005,Refused
405354,104699,275797,208143,Approved
405355,106384,177573,174672,Refused
405356,105258,248336,11009,Refused
405357,100321,252826,122017,Approved
405358,103974,17285,141714,Approved
405359,107606,4705,283515,Approved
405360,102042,165790,114440,Approved
405361,104039,90474,189842,Approved
405362,102115,293457,274083,Approved
405363,106000,101483,277234,Approved
405364,105149,287320,61884,Approved
405365,104990,22089,194575,Refused
405366,107851,267726,84787,Refused
405367,107816,143767,116333,Refused
405368,107314,136524,234530,Refused
405369,107207,119936,102416,Approved
405370,101202,21603,266448,Refused
405371,102461,250671,245423,Approved
405372,103926,218585,107217,Approved
405373,101624,219191,274754,Approved
405374,104965,212647,289906,Approved
405375,105181,12723,10570,Refused
405376,103383,130451,169326,Refused
405377,104567,129493,297776,Approved
405378,102477,166578,118095,Refused
405379,101503,142398,141558,Approved
405380,104153,109655,167018,Refused
405381,102293,108376,202945,Approved
405382,100115,57310,16607,Refused
405383,101356,204619,69516,Approved
405384,101329,206728,37941,Approved
405385,104908,253808,198364,Refused
405386,105667,197636,102992,Refused
405387,101183,139201,8765,Refused
405388,106422,250978,176428,Approved
405389,103222,115935,264484,Approved
405390,100457,193962,125411,Approved
405391,102809,241670,110101,Refused
405392,106100,25405,19507,Refused
405393,103824,54451,61783,Approved
405394,105488,4358,98226,Approved
405395,106067,64993,223460,Approved
405396,101429,100883,236532,Refused
405397,100377,9728,92018,Refused
405398,107849,259662,153017,Approved
405399,103909,186591,295703,Refused
405400,107569,79455,295437,Refused
405401,107361,159886,126531,Refused
405402,101580,238827,60352,Approved
405403,105107,37942,238480,Refused
405404,106172,8097,182396,Approved
405405,100185,4808,97667,Approved
405406,100949,8521,288508,Refused
405407,100406,106669,244343,Approved
405408,101301,66009,88166,Refused
405409,105150,25597,40928,Approved
405410,101279,242944,192680,Approved
405411,103846,167498,217234,Approved
405412,101147,99307,183301,Refused
405413,104230,142160,175791,Refused
405414,105524,152162,112346,Approved
405415,102726,33965,264230,Approved
405416,100025,101372,200986,Approved
405417,105116,3798,263920,Refused
405418,106716,102994,244435,Refused
405419,102085,176968,163533,Refused
405420,105016,87209,28778,Refused
405421,100505,137340,165401,Refused
405422,106006,240460,259172,Refused
405423,107040,219451,52220,Refused
405424,100696,290881,255093,Approved
405425,104829,94257,266625,Refused
405426,100291,250652,38499,Approved
405427,106634,90545,52442,Approved
405428,101050,35244,192350,Refused
405429,103672,183740,94214,Approved
405430,100525,216062,272190,Refused
405431,106604,50881,134781,Refused
405432,105496,195640,147584,Refused
405433,107584,168520,130132,Approved
405434,106957,39124,153517,Refused
405435,103224,173249,255897,Approved
405436,106335,160593,38125,Approved
405437,100236,30963,185794,Approved
405438,105030,215859,196036,Approved
405439,105277,6234,19974,Refused
405440,105652,191898,223230,Approved
405441,105301,48836,69605,Approved
405442,106174,141766,147846,Refused
405443,104309,10837,228380,Approved
405444,103474,100990,256750,Approved
405445,100187,226214,176170,Refused
405446,107637,65510,155001,Approved
405447,101531,268435,129806,Refused
405448,101612,268541,74138,Refused
405449,105328,7993,186267,Refused
405450,107401,73682,160945,Refused
405451,100986,154267,52898,Approved
405452,103403,286506,147402,Approved
405453,105318,60165,5170,Refused
405454,105057,170673,270760,Approved
405455,107000,111611,211911,Approved
405456,106625,157019,22682,Refused
405457,106920,90120,228072,Refused
405458,107113,245906,167266,Refused
405459,100889,172025,230035,Approved
405460,107007,21992,242073,Approved
405461,104651,118836,252742,Approved
405462,106411,83476,288073,Approved
405463,101842,12228,136195,Refused
405464,104503,186278,32024,Approved
