SK_ID_BUREAU,SK_ID_CURR,CREDIT_ACTIVE,AMT_CREDIT_SUM,DAYS_CREDIT
306516,105558,Closed,106395,-1917
306517,105082,Active,42895,-283
306518,100600,Active,121254,-1649
306519,101488,Active,93439,-124
306520,102810,Closed,57538,-889
306521,100296,Active,182537,-677
306522,106295,Closed,21205,-386
306523,105879,Closed,174113,-1614
306524,100431,Closed,74053,-1613
306525,102338,Active,189072,-993
306526,103529,Active,71175,-253
306527,105344,Closed,94100,-1839
306528,107168,Closed,24520,-1965
306529,105367,Active,154867,-828
306530,106865,Active,32405,-1109
306531,105679,Closed,192860,-281
306532,107309,Active,130793,-1679
306533,103101,Closed,5493,-201
306534,104639,Closed,110399,-1917
306535,105120,Active,91330,-957
306536,100687,Closed,106711,-1327
306537,102890,Active,62211,-1280
306538,100417,Active,26447,-1498
306539,107741,Active,153531,-961
306540,102883,Closed,46625,-1667
306541,104353,Active,158982,-415
306542,102177,Active,90729,-1124
306543,100322,Closed,128293,-882
306544,102023,Closed,61812,-404
306545,104000,Closed,27166,-1091
306546,101018,Active,35652,-1615
306547,107469,Closed,41151,-1817
306548,101385,Closed,74082,-964
306549,102340,Active,142287,-1640
306550,100190,Closed,77326,-435
306551,106726,Closed,97355,-127
306552,100064,Closed,108272,-41
306553,106436,Active,69159,-940
306554,102754,Closed,112291,-1651
306555,105606,Active,49857,-1201
306556,104759,Active,184985,-1025
306557,100341,Active,131709,-406
306558,101881,Closed,182363,-1859
306559,103377,Closed,129206,-1069
306560,107174,Active,93295,-1367
306561,102776,Active,49419,-363
306562,105593,Active,56595,-838
306563,101758,Active,194531,-699
306564,100787,Active,30119,-1732
306565,100093,Closed,9427,-1857
306566,105398,Active,190426,-1801
306567,100958,Active,22862,-506
306568,105718,Closed,9566,-266
306569,103345,Active,198349,-1429
306570,104482,Closed,97811,-1781
306571,100948,Closed,35641,-1073
306572,107784,Active,21488,-803
306573,107099,Active,110814,-86
306574,102364,Closed,153739,-107
306575,104570,Closed,133867,-754
306576,101123,Closed,84089,-1869
306577,103835,Active,177772,-798
306578,101694,Closed,186638,-841
306579,107093,Active,101404,-1088
306580,104156,Closed,1661,-1524
306581,106996,Closed,41581,-1702
306582,100106,Closed,147923,-1160
306583,104880,Closed,182675,-1540
306584,103100,Active,62724,-1397
306585,105066,Closed,168435,-218
306586,107728,Active,95030,-1816
306587,104643,Closed,34825,-1095
306588,107538,Active,189453,-490
306589,105021,Closed,12978,-645
306590,101916,Closed,2325,-442
306591,102514,Active,58177,-1163
306592,107841,Closed,57632,-1240
306593,103240,Active,189489,-1830
306594,106526,Closed,160167,-346
306595,106363,Active,195810,-736
306596,100333,Closed,124567,-1673
306597,105920,Closed,153392,-630
306598,101265,Closed,171164,-109
306599,107375,Active,198729,-470
306600,102289,Closed,115800,-612
306601,102868,Closed,138226,-866
306602,107774,Closed,90511,-1385
306603,107249,Active,6439,-1778
306604,104569,Active,149432,-1448
306605,105575,Closed,198963,-1303
306606,106568,Active,21828,-321
306607,101828,Active,194768,-330
306608,104884,Closed,29398,-801
306609,105197,Active,25920,-1066
306610,103902,Closed,167620,-1481
306611,107392,Active,104622,-676
306612,103824,Closed,37887,-585
306613,100453,Closed,198208,-1765
306614,101318,Active,133332,-392
306615,102706,Closed,153110,-371
306616,104325,Active,198223,-406
306617,102767,Active,162376,-783
306618,106042,Active,151004,-1837
306619,104199,Active,78379,-916
306620,104440,Active,35157,-1084
306621,103339,Closed,24334,-757
306622,102920,Active,57283,-1779
306623,107617,Closed,4157,-746
306624,101738,Closed,134495,-1572
306625,101197,Active,16056,-1970
306626,104173,Active,100574,-473
306627,105834,Active,54466,-245
306628,104849,Active,67695,-1215
306629,100842,Active,160267,0
306630,101063,Active,76817,-1409
306631,107162,Closed,6125,-1946
306632,105998,Active,75974,-1455
306633,100193,Closed,136583,-42
306634,101339,Closed,118833,-1701
306635,104158,Active,29588,-1060
306636,101696,Closed,1326,-255
306637,105452,Closed,82503,-1280
306638,106840,Active,125728,-480
306639,102008,Active,105306,-633
306640,104221,Closed,164659,-1765
306641,103063,Active,75066,-697
306642,106660,Active,177051,-1944
306643,104198,Active,59259,-80
306644,100142,Active,101446,-1001
306645,100144,Closed,12827,-726
306646,101781,Active,99038,-1529
306647,106588,Active,191780,-1169
306648,102466,Closed,33448,-583
306649,100712,Closed,189264,-526
306650,104905,Active,146047,-1195
306651,105026,Active,53891,-1303
306652,100814,Closed,177655,-506
306653,103951,Active,122227,-488
306654,107762,Closed,148342,-1996
306655,105198,Closed,165574,-336
306656,103483,Active,26471,-1822
306657,101595,Closed,46169,-1064
306658,107768,Active,175692,-1170
306659,104048,Active,143192,-1704
306660,104424,Active,2609,-897
306661,103244,Active,101332,-1758
306662,103380,Active,118625,-805
306663,105791,Closed,180861,-260
306664,100887,Closed,34575,-523
306665,102841,Closed,84370,-215
306666,103831,Closed,61307,-699
306667,107510,Closed,4605,-600
306668,104789,Active,107468,-1543
306669,106249,Active,153968,-1500
306670,102383,Closed,170445,-1266
306671,102603,Active,83655,-974
306672,105540,Closed,131507,-1937
306673,106393,Active,148672,-1384
306674,106019,Active,184684,-1745
306675,105270,Active,79750,-198
306676,103208,Active,106743,-156
306677,105137,Closed,113933,-1319
306678,107806,Closed,151523,-303
306679,105898,Closed,4722,-960
306680,102010,Closed,131090,-1366
306681,104707,Closed,30182,-1562
306682,102656,Closed,78235,-750
306683,101668,Closed,51851,-231
306684,103457,Active,91281,-1638
306685,103070,Active,74968,-1747
306686,106630,Closed,76540,-1836
306687,101405,Closed,131996,-758
306688,104758,Closed,99420,-1003
306689,105215,Closed,71948,-435
306690,104692,Closed,79165,-1242
306691,104674,Active,4381,-1916
306692,106372,Closed,32783,-933
306693,101533,Closed,91497,-1318
306694,101392,Closed,180338,-1802
306695,102736,Active,7441,-1044
306696,107853,Closed,198630,-147
306697,100297,Closed,172272,-534
306698,105610,Closed,36946,-962
306699,103020,Closed,58004,-961
306700,101617,Closed,163229,-1759
306701,104038,Active,92844,-1297
306702,107654,Closed,73444,-284
306703,103435,Active,152439,-1106
306704,105714,Active,179397,-757
306705,100794,Closed,148848,-1301
306706,103943,Active,64133,-801
306707,101790,Closed,68401,-1451
306708,104979,Active,14605,-1495
306709,103687,Closed,191957,-1277
306710,104484,Active,137103,-1995
306711,106644,Active,152884,-675
306712,103182,Closed,32487,-1650
306713,101570,Closed,2847,-907
306714,103134,Active,131351,-1229
306715,101044,Closed,176597,-1608
306716,104941,Active,94082,-1525
306717,101274,Closed,101086,-315
306718,105355,Active,138028,-472
306719,107060,Active,82623,-1109
306720,105598,Active,10982,-658
306721,101346,Closed,197923,-1932
306722,107645,Closed,186599,-534
306723,107573,Active,41632,-402
306724,104267,Active,99290,-933
306725,103744,Closed,180843,-1905
306726,106465,Closed,85303,-576
306727,100635,Closed,143260,-1468
306728,103259,Closed,27242,-568
306729,105752,Active,194595,-1040
306730,103806,Active,195222,-248
306731,106209,Active,52591,-269
306732,105549,Active,74047,-1373
306733,103870,Active,83335,-1583
306734,100489,Active,171418,-782
306735,102951,Active,177759,-1741
306736,107435,Closed,33006,-288
306737,105736,Closed,114330,-562
306738,106513,Active,104051,-1175
306739,102626,Closed,149323,-1150
306740,106618,Closed,79789,-71
306741,107039,Active,1637,-950
306742,103805,Closed,17912,-1947
306743,101736,Closed,116801,-1467
306744,102199,Active,174175,-1334
306745,105156,Active,133872,-128
306746,105373,Active,136512,-1355
306747,102728,Closed,80439,-247
306748,101069,Closed,183243,-1664
306749,104597,Closed,84312,-363
306750,101546,Closed,91716,-1994
306751,105226,Active,37192,-1957
306752,106631,Closed,81496,-1249
306753,101541,Closed,43095,-1835
306754,101534,Closed,118807,-132
306755,101811,Closed,89893,-345
306756,103889,Closed,167761,-1424
306757,104459,Active,45744,-237
306758,103289,Active,8148,-1749
306759,106224,Active,67463,-858
306760,106324,Active,113074,-1494
306761,107604,Closed,123719,-942
306762,102967,Closed,148832,-1567
306763,100959,Active,58820,-237
306764,107496,Closed,103624,-757
306765,103339,Closed,104330,-1124
306766,100357,Active,112046,-1443
306767,101672,Closed,119053,-1615
306768,106370,Active,193315,-442
306769,102632,Active,117663,-940
306770,101787,Active,49748,-549
306771,103800,Active,149738,-433
306772,100386,Active,91387,-173
306773,107873,Active,128705,-496
306774,101693,Active,167445,-526
306775,106942,Closed,13091,-1062
306776,105400,Closed,163891,-1052
306777,106078,Closed,68753,-522
306778,105768,Active,37803,-545
306779,103167,Closed,16551,-1919
306780,105433,Active,2776,-675
306781,106886,Active,166207,-1297
306782,105659,Active,173157,-1255
306783,101738,Active,166676,-1388
306784,104715,Closed,48768,-1810
306785,102123,Closed,122954,-912
306786,107490,Active,17169,-189
306787,107759,Closed,199038,-263
306788,103796,Closed,63457,-1887
306789,101983,Active,125029,-1456
306790,101035,Closed,89625,-442
306791,103786,Active,168116,-1736
306792,106356,Active,32534,-1637
306793,106411,Active,98113,-614
306794,106940,Closed,90086,-1191
306795,102664,Closed,56489,-508
306796,106662,Closed,48158,-1428
306797,102153,Active,125340,-273
306798,104040,Closed,134600,-1818
306799,107075,Closed,116855,-427
306800,102353,Closed,89994,-1783
306801,106491,Closed,80922,-1835
306802,102467,Active,25795,-1108
306803,106665,Closed,132068,-1032
306804,104442,Active,108451,-1581
306805,100619,Active,158274,-1643
306806,103758,Active,20562,-531
306807,103905,Active,124763,-1905
306808,104094,Active,195598,-1777
306809,104482,Active,143521,-1918
306810,106469,Closed,97482,-269
306811,106696,Closed,183069,-843
306812,103927,Closed,27470,-1003
306813,101593,Closed,137079,-806
306814,104141,Closed,93882,-277
306815,106266,Closed,182863,-1612
306816,101937,Active,169573,-32
306817,103466,Closed,11573,-1044
306818,105862,Closed,21190,-878
306819,100139,Active,133704,-1597
306820,101851,Closed,144710,-365
306821,101147,Closed,97613,-1793
306822,100747,Active,109610,-1622
306823,104687,Active,48971,-1364
306824,100301,Active,105336,-679
306825,105005,Active,94630,-1239
306826,100556,Active,23347,-41
306827,102770,Closed,114983,-1374
306828,103624,Active,31078,-979
306829,104318,Active,36607,-1579
306830,102667,Closed,115381,-710
306831,106608,Active,168100,-1849
306832,103512,Active,66955,-1254
306833,101939,Closed,31749,-1041
306834,100642,Active,65114,-332
306835,107271,Active,176213,-122
306836,102003,Active,85687,-1170
306837,105726,Active,109335,-842
306838,107189,Closed,65576,-1891
306839,100571,Active,62393,-1665
306840,104406,Active,97696,-548
306841,107625,Closed,198803,-1839
306842,107506,Closed,26394,-245
306843,103563,Active,121895,-1538
306844,106400,Closed,140739,-468
306845,100531,Closed,176643,-1361
306846,106875,Active,91945,-278
306847,100704,Closed,179468,-1723
306848,105236,Closed,69377,-1359
306849,102329,Active,57792,-742
306850,100102,Closed,141699,-1213
306851,107068,Closed,125957,-1780
306852,106957,Active,108850,-497
306853,106486,Active,149151,-648
306854,107165,Active,66576,-1108
306855,101306,Closed,186992,-827
306856,107596,Closed,130089,-535
306857,101789,Active,102615,-250
306858,106857,Closed,108687,-1013
306859,107674,Active,86850,-1498
306860,106760,Closed,53394,-1390
306861,106431,Active,123948,-599
306862,102485,Active,46984,-5
306863,105203,Active,149644,-818
306864,100471,Closed,117846,-1641
306865,105686,Closed,60682,-718
306866,106321,Active,159993,-427
306867,105124,Closed,22146,-767
306868,104248,Active,124027,-75
306869,107427,Active,103722,-1033
306870,102213,Closed,100937,-1102
306871,103738,Active,20384,-886
306872,102179,Active,25078,-671
306873,107316,Closed,118700,-1184
306874,103897,Active,163101,-845
306875,106481,Active,114527,-1240
306876,104875,Closed,15939,-205
306877,105832,Closed,146153,-584
306878,107820,Closed,141393,-1660
306879,107130,Closed,102944,-1517
306880,102448,Closed,41903,-802
306881,102990,Active,130444,-1157
306882,105187,Active,29883,-664
306883,107200,Closed,93416,-1968
306884,101113,Active,10220,-481
306885,102006,Active,110075,-1633
306886,106469,Closed,101740,-302
306887,107323,Closed,153652,-1257
306888,107432,Closed,144661,-1366
306889,106630,Closed,124055,-108
306890,105017,Closed,78986,-584
306891,105680,Closed,142899,-1927
306892,104329,Active,150663,-42
306893,103397,Active,136131,-1546
306894,100263,Closed,39013,-1240
306895,100849,Active,122305,-413
306896,101816,Active,101910,-1294
306897,101281,Active,130912,-113
306898,102658,Active,84679,-1212
306899,106617,Closed,11436,-241
306900,104830,Closed,190828,-408
306901,105917,Closed,193486,-531
306902,100555,Active,89702,-1299
306903,102562,Active,195803,-141
306904,105225,Active,179878,-1124
306905,101183,Closed,17625,-876
306906,103807,Closed,106471,-665
306907,106188,Active,83127,-1533
306908,103224,Closed,144129,-1465
306909,107590,Active,2256,-742
306910,103726,Closed,11127,-136
306911,102311,Active,57878,-1324
306912,106974,Closed,177263,-1976
306913,107719,Closed,193842,-1335
306914,101174,Active,189785,-1408
306915,102420,Closed,88955,-195
306916,100377,Closed,39824,-288
306917,106647,Active,149977,-1041
306918,100883,Active,6140,-876
306919,107691,Active,109085,-1873
306920,102817,Closed,33325,-71
306921,100690,Active,66828,-600
306922,103304,Active,172755,-48
306923,107507,Closed,86460,-824
306924,103808,Active,14008,-536
306925,104485,Active,162406,-1434
306926,103260,Closed,72100,-712
306927,103525,Closed,182425,-954
306928,100029,Closed,142410,-1172
306929,107058,Active,179947,-1516
306930,100793,Active,143550,-607
306931,105706,Closed,79301,-1558
306932,102558,Active,27376,-1599
306933,107657,Active,175180,-1926
306934,105765,Closed,42041,-818
306935,100597,Closed,49433,-1947
306936,100260,Active,88160,-1085
306937,104372,Active,68461,-475
306938,103397,Closed,30733,-944
306939,106621,Active,97801,-848
306940,100659,Active,173172,-505
306941,105612,Active,6352,-228
306942,103693,Active,197923,-1434
306943,103525,Closed,30717,-1813
306944,107559,Active,98377,-622
306945,100827,Closed,165860,-678
306946,107209,Active,94614,-924
306947,107130,Active,167143,-936
306948,102652,Closed,4074,-1741
306949,102802,Closed,137782,-1297
306950,100114,Closed,7983,-914
306951,102423,Active,124661,-1581
306952,103612,Closed,95034,-1914
306953,100041,Active,191700,-1938
306954,104829,Active,151405,-1437
306955,105981,Closed,143015,-1895
306956,106938,Active,154454,-172
306957,107102,Closed,122564,-111
306958,104095,Active,25453,-563
306959,106001,Active,99541,-1852
306960,102673,Closed,44589,-466
306961,107064,Closed,169922,-1106
306962,107591,Closed,101428,-797
306963,100070,Closed,194692,-1626
306964,101561,Closed,36639,-1633
306965,103659,Active,192180,-650
306966,104815,Active,65299,-1894
306967,105457,Closed,37173,-83
306968,101583,Active,58123,-899
306969,103981,Active,13641,-809
306970,103260,Closed,147370,-44
306971,107606,Closed,24922,-576
306972,106910,Active,60036,-1141
306973,100050,Active,190137,-1384
306974,101476,Closed,189810,-1990
306975,101867,Active,100381,-1142
306976,103201,Closed,70075,-844
306977,100822,Closed,180807,-143
306978,101799,Closed,111740,-473
306979,106887,Active,1473,-18
306980,102992,Closed,151209,-1166
306981,107513,Active,133907,-913
306982,101815,Closed,121038,-599
306983,107708,Active,23429,-943
306984,105271,Closed,44364,-166
306985,101893,Active,51490,-1001
306986,100195,Closed,188506,-1965
306987,102732,Active,41183,-953
306988,103734,Closed,169324,-1730
306989,101829,Closed,31381,-1874
306990,100541,Closed,49882,-472
306991,107508,Closed,86053,-1840
306992,101213,Active,10313,-115
306993,104039,Closed,126770,-1112
306994,106985,Active,49763,-995
306995,104329,Closed,119995,-1949
306996,100857,Closed,72565,-966
306997,103290,Closed,7486,-109
306998,103711,Active,145979,-1085
306999,100815,Active,48716,-360
307000,103986,Closed,40991,-3
307001,106762,Active,84993,-972
307002,105802,Closed,151704,-698
307003,102484,Closed,128084,-1702
307004,107022,Closed,127774,-165
307005,107397,Closed,130693,-1000
307006,106053,Active,34045,-655
307007,103133,Active,158468,-1384
307008,104916,Active,81265,-1203
307009,101115,Closed,118391,-1914
307010,105845,Active,99854,-1057
307011,102345,Closed,105077,-141
307012,106553,Active,188831,-1431
307013,105099,Active,91340,-684
307014,100680,Active,134474,-736
307015,103448,Closed,58480,-1441
307016,100407,Closed,92913,-879
307017,105129,Active,1242,-1903
307018,101990,Active,101984,-849
307019,101636,Active,164627,-974
307020,103138,Active,111241,-1277
307021,100354,Closed,8239,-1394
307022,107576,Closed,159315,-28
307023,102804,Active,94639,-1238
307024,105471,Active,171921,-846
307025,103755,Active,181425,-554
307026,105159,Closed,90056,-581
307027,102355,Closed,56404,-237
307028,102794,Closed,82405,-962
307029,101466,Active,19833,-1698
307030,105218,Active,103664,-1243
307031,103678,Active,148095,-1640
307032,100242,Closed,2478,-95
307033,103895,Active,121794,-780
307034,101674,Closed,77356,-914
307035,107619,Closed,61971,-1215
307036,106701,Active,181157,-346
307037,103468,Closed,76676,-279
307038,103107,Closed,44992,-367
307039,107774,Closed,19290,-132
307040,106591,Closed,189704,-1527
307041,105755,Closed,46652,-1911
307042,104061,Active,126142,-1772
307043,100534,Closed,161275,-1309
307044,101586,Active,44347,-487
307045,101621,Closed,116340,-1779
307046,103850,Active,57964,-564
307047,107327,Active,14070,-248
307048,106420,Active,48597,-1365
307049,100201,Active,49307,-1532
307050,103134,Active,114219,-107
307051,102493,Closed,43259,-1232
307052,107379,Closed,109457,-1850
307053,105979,Closed,178959,-1287
307054,100164,Active,27842,-1957
307055,103516,Closed,36391,-1076
307056,106426,Closed,67155,-902
307057,101109,Closed,172533,-734
307058,105998,Closed,163029,-1491
307059,103080,Active,194013,-1813
307060,102812,Active,97574,-698
307061,104227,Active,144435,-105
307062,102451,Closed,179324,-1174
307063,106383,Active,127718,-1697
307064,107020,Closed,71064,-1755
307065,105105,Active,11287,-171
307066,104461,Active,70825,-1525
307067,102164,Closed,193568,-967
307068,106521,Active,47062,-141
307069,104042,Active,197381,-396
307070,107591,Closed,135235,-558
307071,105218,Closed,164982,-406
307072,107743,Closed,196933,-939
307073,102116,Active,29395,-114
307074,102503,Active,94936,-1085
307075,101946,Active,32172,-1556
307076,103155,Active,114367,-1197
307077,103697,Closed,115885,-1928
307078,102291,Active,126883,-1668
307079,106102,Active,111735,-1025
307080,102604,Closed,166473,-317
307081,100197,Closed,133973,-1370
307082,102158,Active,136685,-1151
307083,104254,Closed,9705,-1020
307084,104482,Active,2527,-1165
307085,104043,Active,134547,-1177
307086,106428,Closed,3984,-635
307087,104643,Active,175508,-504
307088,107618,Active,144253,-551
307089,104152,Closed,150302,-130
307090,102480,Closed,117511,-1065
307091,105656,Closed,3619,-1346
307092,105281,Active,151015,-764
307093,104636,Active,166170,-48
307094,102241,Closed,20288,-431
307095,103618,Active,143184,-424
307096,103520,Closed,6045,-12
307097,101963,Active,24537,-572
307098,103574,Closed,773,-1055
307099,102250,Closed,183620,-552
307100,106311,Closed,118105,-1624
307101,107097,Closed,153544,-1985
307102,103596,Active,26770,-1430
307103,106607,Active,161575,-833
307104,102585,Active,175644,-1349
307105,107092,Active,72072,-1069
307106,106962,Active,183793,-418
307107,105468,Closed,196630,-1464
307108,102907,Active,170283,-1489
307109,105876,Active,127335,-1132
307110,105382,Active,50271,-1844
307111,107590,Active,19030,-997
307112,101764,Closed,67583,-1617
307113,100930,Closed,173172,-1710
307114,100637,Active,118753,-1338
307115,101169,Active,20275,-1133
307116,105218,Active,66884,-702
307117,101761,Closed,5674,-1656
307118,104536,Active,86349,-458
307119,103852,Active,111536,-1098
307120,106682,Active,41896,-486
307121,103081,Active,33088,-779
307122,102047,Closed,113073,-1585
307123,101809,Closed,120558,-1932
307124,102924,Active,191800,-467
307125,106647,Closed,12163,-444
307126,107821,Closed,198947,-1344
307127,102851,Active,135586,-1848
307128,101711,Closed,183649,-1863
307129,103079,Active,182310,-1994
307130,104445,Active,15932,-1111
307131,107441,Closed,49834,-1421
307132,101691,Closed,114773,-1595
307133,101193,Active,67423,0
307134,103135,Active,52708,-939
307135,102642,Closed,2142,-1986
307136,103522,Active,115912,-1222
307137,101270,Closed,51557,-147
307138,106946,Active,74316,-495
307139,103065,Closed,141468,-603
307140,106211,Active,149797,-634
307141,103150,Active,131211,-1466
307142,102700,Active,40260,-401
307143,107355,Closed,103133,-679
307144,107374,Active,21676,-1096
307145,103550,Closed,80296,-1790
307146,102299,Closed,55189,-361
307147,106556,Active,32509,-796
307148,101320,Closed,94857,-1592
307149,100262,Closed,90664,-1465
307150,106085,Closed,49670,-1795
307151,103860,Closed,26406,-1711
307152,107874,Active,44908,-1853
307153,102433,Active,115464,-70
307154,101691,Closed,135953,-1158
307155,107031,Active,38052,-1490
307156,107829,Closed,39250,-653
307157,105690,Active,175170,-1075
307158,103874,Closed,37972,-972
307159,107470,Closed,176389,-1491
307160,105634,Closed,171965,-347
307161,103866,Active,149612,-129
307162,100511,Closed,88830,-1233
307163,105898,Closed,155965,-1917
307164,102066,Active,152417,-1576
307165,103313,Closed,76965,-397
307166,101673,Active,71284,-1860
307167,103823,Active,4167,-1863
307168,102943,Active,153414,-484
307169,103922,Active,110532,-1237
307170,107575,Closed,119794,-801
307171,100601,Closed,73861,-1187
307172,104934,Closed,44515,-393
307173,103603,Active,11296,-1055
307174,100488,Active,130634,-331
307175,103394,Closed,82224,-1251
307176,107423,Active,185668,-1735
307177,104515,Active,105390,-1772
307178,100494,Closed,64825,-1139
307179,105222,Active,42994,-1186
307180,102000,Active,22664,-15
307181,107039,Closed,160303,-1030
307182,102319,Closed,43050,-1387
307183,106347,Active,123261,-273
307184,102822,Closed,11732,-1369
307185,107168,Active,118853,-1872
307186,101285,Closed,180235,-341
307187,102875,Active,126739,-1057
307188,106955,Active,120305,-368
307189,102542,Active,48109,-1865
307190,100091,Active,158899,-1183
307191,100094,Active,100075,-1336
307192,100928,Active,166013,-792
307193,105396,Closed,123612,-1285
307194,105611,Active,40758,-1020
307195,103083,Closed,52011,-740
307196,100104,Active,36811,-1363
307197,101543,Closed,107754,-924
307198,102224,Active,175900,-1553
307199,101369,Active,906,-1113
307200,104141,Closed,7343,-133
307201,105716,Active,90797,-55
307202,102070,Active,149424,-312
307203,104082,Active,38948,-464
307204,100748,Active,21493,-1999
307205,104485,Closed,164119,-1275
307206,105770,Active,96519,-107
307207,104658,Active,161417,-273
307208,103205,Active,28825,-173
307209,107796,Active,164562,-1858
307210,102754,Closed,106450,-616
307211,104618,Active,170301,-1506
307212,101885,Closed,61221,-359
307213,102270,Closed,25472,-84
307214,104564,Closed,195434,-1772
307215,104145,Active,169733,-879
307216,104170,Closed,133120,-1474
307217,106633,Closed,46798,-1519
307218,100946,Active,39040,-1109
307219,105396,Active,56383,-821
307220,107334,Closed,105837,-224
307221,100728,Closed,192946,-1156
307222,103041,Closed,67572,-1789
307223,107292,Closed,67795,-1514
307224,107435,Closed,152658,-1970
307225,100548,Closed,105679,-517
307226,101878,Closed,33905,-1654
307227,105501,Closed,11119,-609
307228,105421,Closed,128764,-583
307229,103944,Active,144995,-666
307230,102791,Active,126537,-369
307231,103614,Active,58669,-1267
307232,107022,Active,5587,-559
307233,106507,Active,76876,-59
307234,106437,Closed,5544,-1368
307235,103003,Closed,80402,-90
307236,100111,Active,9612,-1650
307237,107588,Closed,20033,-621
307238,101264,Active,69245,-280
307239,102354,Closed,17527,-640
307240,106031,Closed,187215,-898
307241,100371,Closed,61954,-25
307242,101152,Closed,164507,-645
307243,102216,Active,15839,-1048
307244,105007,Active,171741,-1972
307245,105595,Active,143617,-755
307246,100544,Closed,84118,-427
307247,107330,Active,106836,-1890
307248,107725,Closed,165724,-278
307249,101691,Active,71960,-565
307250,106601,Closed,105627,-76
307251,100001,Closed,56281,-1403
307252,101999,Closed,32754,-1542
307253,103523,Closed,92157,-1554
307254,103603,Active,22983,-802
307255,106524,Active,99160,-1864
307256,101742,Active,88870,-689
307257,100197,Active,125255,-1083
307258,106762,Closed,151395,-54
307259,102328,Closed,155586,-344
307260,102367,Closed,158575,-1001
307261,100305,Active,182603,-1666
307262,106017,Closed,81815,-762
307263,100008,Closed,173123,-1916
307264,104539,Active,177159,-365
307265,105754,Closed,115383,-1101
307266,102300,Closed,130433,-137
307267,104417,Closed,43675,-465
307268,107485,Active,188256,-668
307269,105516,Closed,51155,-16
307270,102924,Active,63533,-998
307271,100733,Closed,116950,-1195
307272,104385,Active,99377,-705
307273,101513,Active,19861,-1705
307274,103942,Closed,187304,-1702
307275,106265,Active,173009,-1422
307276,101805,Closed,8936,-1429
307277,103569,Active,136485,-420
307278,100259,Active,46173,-876
307279,100298,Closed,181126,-1593
307280,107504,Closed,149530,-1414
307281,100511,Active,128938,-343
307282,103265,Closed,89084,-950
307283,101627,Closed,163930,-712
307284,104293,Active,179458,-1186
307285,105923,Closed,44108,-1784
307286,100466,Active,63621,-1773
307287,106489,Active,164131,-1056
307288,101314,Closed,146489,-333
307289,106759,Active,48461,-1278
307290,106198,Active,147580,-981
307291,107474,Active,126171,-1232
307292,105986,Closed,163306,-946
307293,107373,Closed,106688,-1249
307294,104046,Closed,153850,-1589
307295,100747,Closed,21869,-1398
307296,101516,Active,179618,-722
307297,107089,Closed,92436,-461
307298,105033,Closed,19854,-1274
307299,106620,Closed,161243,-1142
307300,103580,Closed,165244,-1303
307301,100122,Active,9181,-554
307302,102040,Closed,119514,-100
307303,107334,Closed,52045,-500
307304,105694,Closed,25547,-1118
307305,105770,Closed,61390,-1381
307306,103764,Closed,24798,-1931
307307,105242,Active,747,-1820
307308,106880,Closed,87404,-1075
307309,105939,Active,145342,-1525
307310,100722,Closed,100346,-1506
307311,107861,Closed,76407,-1746
307312,101269,Closed,105468,-769
307313,105835,Closed,163273,-1534
307314,101040,Active,26963,-1019
307315,101931,Active,17173,-182
307316,107048,Active,73619,-876
307317,103640,Active,23083,-640
307318,105489,Active,32439,-99
307319,100110,Active,21051,-868
307320,101760,Closed,48833,-498
307321,106260,Active,113006,-747
307322,106468,Active,50891,-983
307323,103716,Active,6984,-1504
307324,102026,Active,15669,-1624
307325,104224,Active,69400,-836
307326,104437,Active,108188,-780
307327,102138,Active,173442,-432
307328,104278,Active,169454,-54
307329,100187,Active,42786,-1287
307330,101526,Closed,56531,-1681
307331,103676,Active,98650,-1605
307332,104132,Active,165800,-733
307333,101768,Active,137537,-1032
307334,106980,Closed,183713,-1274
307335,104017,Active,99982,-1336
307336,101083,Closed,143251,-957
307337,104647,Active,89471,-527
307338,100275,Closed,66899,-545
307339,101157,Closed,165971,-1940
307340,100718,Closed,91388,-282
307341,104129,Active,25383,-1122
307342,104441,Active,171127,-572
307343,102085,Active,15685,-1875
307344,103138,Closed,78598,-1747
307345,104442,Closed,59083,-1984
307346,104317,Closed,165977,-601
307347,105986,Active,178741,-1065
307348,100805,Closed,101957,-488
307349,101946,Active,117380,-1336
307350,103385,Active,118349,-1741
307351,102314,Active,186472,-957
307352,105126,Closed,44428,-923
307353,105385,Closed,147937,-1161
307354,100639,Closed,178515,-212
307355,105048,Closed,140220,-1542
307356,105668,Closed,80855,-207
307357,101995,Active,81890,-1240
307358,101488,Closed,909,-1799
307359,102449,Closed,89038,-610
307360,107690,Active,181826,-780
307361,103937,Closed,6520,-1944
307362,106876,Closed,142649,-1270
307363,104156,Closed,51144,-1986
307364,106856,Active,125937,-1461
307365,105285,Closed,188383,-1068
307366,101046,Closed,54150,-1586
307367,102217,Closed,184974,-547
307368,103644,Active,163743,-1130
307369,105791,Closed,33557,-1342
307370,103721,Active,85183,-1437
307371,100944,Closed,72411,-795
307372,106179,Closed,155720,-571
307373,104360,Closed,91069,-1921
307374,106972,Closed,103785,-1936
307375,104757,Closed,31361,-138
307376,100692,Closed,129092,-946
307377,102735,Active,73772,-502
307378,107192,Closed,109660,-1910
307379,104535,Active,180962,-1967
307380,105538,Closed,9211,-1039
307381,100320,Active,107965,-1889
307382,103359,Active,12896,-590
307383,105664,Closed,145491,-1709
307384,105451,Closed,84645,-1869
307385,100602,Active,21115,-525
